title,price,sell_date,no_views,no_watchers,no_comments,no_bids,seller_state,year,series,miles,engine,trans,exterior,interior,misc,url
1983 Toyota Land Cruiser FJ60,"17,500",8/19/2020,"13,939",745,22,4,"denver, colorado",1983,fj60,193k,4.2-liter inline-six,manual,repainted metallic blue,nan,"['chassis: jt3fj60g9d0065401', '193k miles shown', '4.2-liter inline-six', 'four-speed manual gearbox', 'two-speed transfer case', 'repainted metallic blue', 'frontrunner slimline roof rack', 'old man emu lift & steering stabilizer', 'brake & suspension updates', 'new clutch & slave cylinder', 'aftermarket audio', 'recent service records', 'clean carfax report']",https://bringatrailer.com/listing/1983-toyota-land-cruiser-fj60-10/
1984 Toyota Land Cruiser FJ60,"22,500",8/12/2020,"9,796",657,17,21,"mccall, idaho 83638",1984,fj60,165k,4.2-liter 2f inline-six,manual,sky blue over gray cloth,nan,"['chassis: jt3fj60g2e1112814', '165k miles shown', '4.2-liter 2f inline-six', 'four-speed manual transmission', 'dual-range transfer case', 'sky blue over gray cloth', 'old man emu suspension', 'european-style mirrors', 'air conditioning', 'knuckles rebuilt in 2018', 'service records', ""owner's manual"", 'carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-47/
1983 Toyota Land Cruiser FJ60,"36,000",8/10/2020,"10,565",596,39,28,"deland, florida 32720",1983,fj60,60k,4.2-liter 2f inline-six,manual,sky blue w/white accents,striped gray cloth interior,"['chassis: fj60059264', '96k kilometers (~60k miles) shown', '4.2-liter 2f inline-six', 'four-speed manual transmission', 'dual-range transfer case', 'sky blue w/white accents', 'striped gray cloth interior', 'air conditioning', 'sony cd player', 'pto winch', '15"" steel wheels', 'new tires & brake pads', 'rebuilt carburetor', 'service records', 'importation paperwork']",https://bringatrailer.com/listing/1983-toyota-land-cruiser-fj60-22/
1990 Toyota Land Cruiser FJ62,"26,500",8/7/2020,"10,611",619,21,34,"florence, south carolina 29501",1990,fj62,131k,4.0l 3f-e inline-six,automatic,beige metallic,striped adobe cloth,"['chassis: jt3fj62g0l1118525', '131k miles shown', '4.0l 3f-e inline-six', 'four-speed automatic transmission', 'dual-range transfer case', 'beige metallic', 'striped adobe cloth', '15"" chrome-finished wheels', 'power windows', 'air conditioning', 'aftermarket stereo', 'service records', 'clean carfax report']",https://bringatrailer.com/listing/1990-toyota-land-cruiser-fj62-32/
1985 Toyota Land Cruiser FJ60,"18,700",8/5/2020,"11,772",721,10,16,"saint george, utah 84770",1985,fj60,279k,4.2-liter inline-six,manual,blue over striped gray cloth,nan,"['chassis: jt3fj60gxf1128440', '279k miles shown', '4.2-liter inline-six', 'four-speed manual transmission', 'two-speed transfer case', 'blue over striped gray cloth', 'factory 15"" wheels', 'locking front hubs', 'air conditioning', 'head gasket replaced in 2019', 'recent tune-up and carburetor rebuild', 'partial service records', 'clean carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-52/
Vortec V8-Powered 1984 Toyota Land Cruiser FJ60,"56,000",8/4/2020,"20,798",775,97,30,"alexandria, virginia 22311",1984,fj60,nan,6.0-liter lq9 v8,automatic,refinished in blue w/ cloth interior,nan,"['chassis: jt3fj60g6e1111973', '6.0-liter lq9 v8', 'rebuilt 4l80e automatic transmission', 'two-speed transfer case', 'refinished in blue w/ cloth interior', 'trd tundra front seats', 'alpine stereo', 'air conditioning', '15"" ultra wheels w/ 32"" tires', 'old man emu lift kit', 'refreshed braking & fuel systems', 'custom driveshafts', 'hooker headers w/ custom exhaust', 'lokar shifter']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-36/
1988 Toyota Land Cruiser FJ62,"16,250",7/31/2020,"9,772",596,11,23,"bainbridge island, washington 98110",1988,fj62,134k,4.0l inline-six,automatic,beige metallic over two-tone tan,reupholstered leather seats,"['chassis: jt3fj62g4j0084947', '134k miles shown', '4.0l inline-six', '4-speed automatic transmission', '2-speed transfer case', 'beige metallic over two-tone tan', 'reupholstered leather seats', 'arb front bumper', 'roof rack', 'a/c converted to r134a', 'service records', 'carfax report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-30/
1989 Toyota Land Cruiser FJ62 High Roof 5-Speed,"20,250",7/30/2020,"15,797",833,41,32,"birmingham, alabama 35243",1989,fj62,121k,4.0-liter 3f inline-six,manual,repainted in white w/multi-colored decals,nan,"['chassis: fj62104315', 'imported to us from colombia', 'left-hand drive', '194k kilometers (~121k miles) shown', '4.0-liter 3f inline-six', 'five-speed\xa0h55f manual gearbox', 'two-speed transfer case', 'high-roof body', 'repainted in white w/multi-colored decals']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-43/
1981 Toyota Land Cruiser FJ60,"22,750",7/29/2020,"9,175",542,32,27,"jupiter, florida 33458",1981,fj60,192k,4.2l straight-six,manual,beige over tan cloth,nan,"['chassis: fj600013725', '310k kilometers (~192k miles) shown', '4.2l straight-six', '4-speed manual transmission', '2-speed transfer case', 'beige over tan cloth', 'recent radiator replacement', 'gray painted steel wheels w/ hubcaps', 'imported from colombia in 2016']",https://bringatrailer.com/listing/1981-toyota-land-cruiser-fj60-4/
Vortec-Powered 1988 Toyota Land Cruiser FJ62,"75,000",7/28/2020,"46,249","1,088",64,9,"austin, texas 78703",1988,fj62,200k,4.8l vortec v8,automatic,refinished in gray,black interior refreshed,"['chassis: jt3fj62g2j0076698', '200k miles shown, tmu', '4.8l vortec v8', '4-speed automatic transmission', 'dual-range transfer case', 'refinished in gray', 'black interior refreshed', 'patterned bmw seats', 'air conditioning', 'aftermarket stereo & speakers', 'aftermarket bumpers', '17"" icon wheels w/ 33"" tires', '38-gallon fuel tank', '$104k in receipts from tlc 4x4', 'clean carfax report']",https://bringatrailer.com/listing/1988-toyota-toyota-land-cruiser-fj62/
1986 Toyota Land Cruiser 5-Speed,"28,250",7/22/2020,"10,017",603,59,48,"austin, texas 78733",1986,,154k,4.2-liter inline-six,manual,silver metallic exterior,two-tone cloth and vinyl interior,"['chassis: jt3fj60g9g1133999', '154k miles shown', '4.2-liter inline-six', 'replacement 5-speed manual transmission', '2-speed transfer case', 'silver metallic exterior', 'two-tone cloth and vinyl interior', 'old man emu suspension lift', 'kaymar bumpers', 'thule roof rack', 'hella driving lamps', 'window sticker', 'service records', 'clean carfax report']",https://bringatrailer.com/listing/1986-toyota-land-cruiser-9/
1989 Toyota Land Cruiser FJ62,"25,001",7/20/2020,"13,803",746,30,23,"austin, texas 78738",1989,fj62,281k,replacement 4.0l inline-six,automatic,repainted metallic gray in 2015,nan,"['chassis: jt3fj62g6k1113523', '281k miles shown', 'replacement 4.0l inline-six', 'replacement 4-speed automatic transmission', '2-speed transfer case', 'repainted metallic gray in 2015', 'old man emu suspension components', '4x4labs rear bumper', '4plusproducts front bumper', 'smittybilt winch', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-15/
1984 Toyota Land Cruiser FJ60,"18,250",7/14/2020,"14,361",710,40,18,"oakville, ontario, canada",1984,fj60,139k,4.2-liter inline-six,manual,beige over tan & brown,nan,"['chassis: jt3fj60g8e0094681', '139k miles shown', '4.2-liter inline-six', 'four-speed manual transmission', 'dual-range transfer case', 'beige over tan & brown', '16"" wheels w/bfgoodrich mud-terrain tires', 'air conditioning', 'factory am/fm radio', 'clean carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-44/
1985 Toyota Land Cruiser HJ60 High Roof,"40,000",7/10/2020,"22,056",796,86,49,"oklahoma city, oklahoma 73116",1985,hj60,158k,rebuilt 4.0l diesel inline-six,manual,nan,nan,"['chassis: hj60031740', 'imported to us from nicaragua', '256k kilometers (~158k miles) shown', 'rebuilt 4.0l diesel inline-six', 'h55 5-speed manual transmission', 'resealed 2-speed transfer case', 'left-hand drive', 'steel wheels w/bfgoodrich mud-terrain tires', 'folding cargo-area jump seats', 'air conditioning', 'refurbishment records']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-hj60-3/
LS3-Powered 1989 Toyota Land Cruiser FJ62,"79,500",7/1/2020,"23,155",753,81,31,"dallas, texas",1989,fj62,5k,6.2-liter ls3 v8,automatic,nan,nan,"['chassis: jt3fj62g5k1112380', '5k miles shown, tmu', '6.2-liter ls3 v8', 'five-speed automatic transmission', 'two-speed transfer case', 'fj80 frame', 'ori stx struts & antirock sway bars', 'currie axles', '17"" american racing atx wheels', 'abr bumpers w/warn winch & swing-out carriers', 'amp research side steps', 'roof rack', 'bmw sport seats', 'custom center console', 'kenwood touchscreen']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-41/
No Reserve: Cummins-Powered 1989 Toyota Land Cruiser FJ62 5-Speed,"25,500",6/30/2020,"36,173","1,229",62,30,"birmingham, alabama 35233",1989,fj62,222k,3.9l cummins 4bt turbodiesel inline-four,manual,beige metallic over brown cloth,nan,"['chassis: jt3fj62g2k1110988', '222k miles shown', '3.9l cummins 4bt turbodiesel inline-four', 'five-speed nv4500 manual transmission', 'beige metallic over brown cloth', 'old man emu lift kit', 'warn winch', 'aftermarket bumpers', '33"" bfg tires', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-39/
66k-Mile 1989 Toyota Land Cruiser FJ62,"45,250",6/25/2020,"21,309",747,42,10,"santa fe, new mexico 87505",1989,fj62,66k,4.0l 3f-e inline-six,automatic,dark gray metallic over gray cloth,nan,"['chassis: jt3fj62g8k1104984', '66k miles shown', '4.0l 3f-e inline-six', '4-speed automatic transmission', '2-speed transfer case', 'dark gray metallic over gray cloth', 'air conditioning', 'power locks & windows', 'longterm original ownership in new mexico', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-13/
1989 Toyota Land Cruiser FJ62,"24,750",6/24/2020,"9,526",620,26,29,"ashland, virginia 23005",1989,fj62,164k,4.0l inline-six,automatic,metallic gray over gray cloth,nan,"['chassis: jt3fj62gxk110043', '164k miles indicated', '4.0l inline-six', '4-speed automatic transmission', '2-speed transfer case', 'metallic gray over gray cloth', 'roof rack', 'cd/cassette radio', 'stock chrome wheels w/bfg tires', 'rear receiver hitch', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-42/
1988 Toyota Land Cruiser FJ62 5-Speed,"46,000",6/11/2020,"27,094",714,78,20,"portland, oregon 97203",1988,fj62,213k,4.0 liter 3f-e inline-six,manual,partial repaint in blue,partially-refurbished grey cloth interior,"['chassis: jt3fj62g0j0093516', '213k miles shown', '4.0 liter 3f-e inline-six', 'new h55 5-speed manual transmission', 'rebuilt 2-speed part-time transfer case', 'partial repaint in blue', 'partially-refurbished grey cloth interior', 'refurbished frame', 'ironman suspension w/ 2"" lift', 'build receipts', 'clean carfax']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-fj62-37/
Modified 1985 Toyota Land Cruiser FJ60 V8 4-Speed,"13,750",6/9/2020,"17,209",773,46,41,"urbandale, iowa 50323",1985,fj60,239k,350ci chevy v8,manual,refinished in silver w/ blue accents,patterned gray interior,"['chassis: jt3fj60g9f1128607', '239k miles indicated, tmu', '350ci chevy v8', '4-barrel edelbrock carburetor', '4-speed toyota h42 manual transmission', 'ranger torque splitter', 'dual-range transfer case', '4"" lift', 'refinished in silver w/ blue accents', 'patterned gray interior', 'jvc stereo w/ bluetooth, amplifier, 6 speakers', 'arb front bumper w/ winch', 'custom rear bumper', 'arb roof rack w/ ladder', '40-gallon auxiliary fuel tank on roof', '15"" ion alloy wheels', 'accident-free carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-45/
1989 Toyota Land Cruiser FJ62,"22,250",6/4/2020,"8,778",616,8,19,"bixby, oklahoma 74008",1989,fj62,135k,4.0l 3f-e inline-six,automatic,gray metallic over gray vinyl,nan,"['chassis: jt3fj62g7k1108315', '135k miles shown', '4.0l 3f-e inline-six', '4-speed automatic transmission', '2-speed transfer case', 'gray metallic over gray vinyl', '15"" wheels', 'replacement seat covers and carpets', 'heated seats', 'air conditioning', 'pioneer head unit', 'service records', 'factory manual', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-12/
1988 Toyota Land Cruiser FJ62,"15,000",6/2/2020,"12,619",633,10,3,"lees summit, missouri 64081",1988,fj62,218k,4.0l 3f-e inline-six,automatic,white over gray,nan,"['chassis: jt3fj62g8j0095790', '218k miles shown', '4.0l 3f-e inline-six', '4-speed automatic transmission', '2-speed transfer case', 'white over gray', 'reupholstered seats', 'power windows and locks', 'r134a air conditioning', 'old man emu shocks', 'major service in 2017', 'service records', 'clean carfax report']",https://bringatrailer.com/listing/1988-toyota-land-cruiser-29/
Diesel 1985 Toyota Land Cruiser FJ60,"47,000",5/28/2020,"22,904",921,64,25,"modesto, california 95355",1985,fj60,227k,4.0l turbodiesel inline-six,manual,repainted tan w/turbo graphics,brown vinyl interior,"['chassis: jt3fj60g9f1130342', '227k miles indicated', '4.0l turbodiesel inline-six', '5-speed manual transmission', '2-speed split-case transfer case', 'repainted tan w/turbo graphics', 'brown vinyl interior', '2"" terrain tamer lift & 33"" tires', 'cable-activated lockers', 'dual batteries', 'clutch & hydraulics replaced', 'clean carfax report']",https://bringatrailer.com/listing/1985-toyota-land-cruiser-fj60-49/
32k-Mile 1989 Toyota Land Cruiser FJ62,"80,000",5/27/2020,"27,830",699,92,14,"cary, north carolina 27518",1989,fj62,32k,4.0-liter inline-six,automatic,white over gray,nan,"['chassis: jt3fj62g6k1104403', '32k miles shown', '4.0-liter inline-six', 'four-speed automatic transmission', 'dual-range transfer case', 'white over gray', '15"" chrome wheels w/ 31"" tires', 'old man emu suspension components', 'air conditioning', 'rear heater', 'factory cassette player', 'tool roll', ""manufacturer's literature"", 'partial service records', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-40/
1989 Toyota Land Cruiser FJ62,"29,500",5/26/2020,"11,476",620,33,25,"englewood, colorado 80110",1989,fj62,143k,replacement 4.0-liter inline-six,automatic,nan,nan,"['chassis: jt3fj62g5k1113190', '143k miles shown', 'replacement 4.0-liter inline-six', 'four-speed automatic transmission', 'two-speed transfer case', 'air conditioning', 'power locks and windows', 'am/fm cassette player', 'clean carfax report']",https://bringatrailer.com/listing/1989-toyota-land-cruiser-fj62-37/
1984 Toyota Land Cruiser FJ60,"25,750",5/21/2020,"13,576",768,44,38,"fair oaks, california 95628",1984,fj60,92k,4.2l straight-six,manual,beige over tan cloth,nan,"['chassis: jt3fj60g6e1124707', '92k miles shown, tmu', '4.2l straight-six', '4-speed manual transmission', '2-speed transfer case', 'beige over tan cloth', '15"" chrome wheels', 'bfgoodrich all-terrain t/a ko2 tires', 'new clutch in 2019', 'front knuckles re-sealed in 2019', 'service records', 'window sticker', 'accident-free carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-32/
1987 Toyota Land Cruiser FJ60,"21,250",5/14/2020,"20,511",882,76,20,"citrus heights, california 95610",1987,fj60,166k,4.2-liter 2f inline-six,manual,nan,nan,"['chassis: jt3fj60g5h1136531', '166k miles shown', '4.2-liter 2f inline-six', 'four-speed manual transmission', 'dual-range transfer case', '4plus products rear bumper', 'gobi roof rack', 'old man emu suspension lift', 'arb rear air locker', 'service records', 'clean carfax report']",https://bringatrailer.com/listing/1987-toyota-land-cruiser-fj60-44/
1984 Toyota Land Cruiser FJ60,"19,750",5/11/2020,"19,248",992,46,37,"fair oaks, california 95628",1984,fj60,164k,4.2l straight-six,manual,older repaint in blue,nan,"['chassis: jt3fj60g6e1110421', '164k miles shown, tmu', '4.2l straight-six', '4-speed manual transmission', '2-speed transfer case', 'older repaint in blue', 'rhino-lined roof', 'ome suspension', '33"" hankook dynapro mt tires', 'arb bumper w/warn winch', 'water pump/thermostat replaced', 'carburetor overhauled', 'steering box & knuckles overhauled', 'new dash pad & carpets', ""manufacturer's literature"", 'clean carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-40/
1984 Toyota Land Cruiser FJ60,"20,000",5/7/2020,"29,862","1,372",45,18,"birmingham, alabama 35233",1984,fj60,278k,4.2-liter inline-six,manual,repaint in medium blue,gray leather seats,"['chassis: jt3fj60g4e0083418', '278k miles shown', '4.2-liter inline-six', 'four-speed manual transmission', 'repaint in medium blue', 'gray leather seats', 'old man emu suspension', 'new tires', 'transmission replaced in 2015', 'original window sticker', 'some service records', 'factory literature', 'carfax report']",https://bringatrailer.com/listing/1984-toyota-land-cruiser-fj60-41/
